Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Days,Marital,Spent,Family_Size
-0.8919426657454448,0.3145689978755222,-0.823718620301023,-0.931160913873089,0.3116831328728904,0.9741778589087119,1.5481161694015544,1.7478828678613458,2.4485499651151956,1.4798119245150232,0.849134178741363,0.36111956005840523,1.4243185526824715,2.627869444748923,-0.5628179480392438,0.6889863762844695,-0.28260009261656044,-0.28353510693165246,-0.2807234901546762,-0.26242175869664935,-0.11747105184716154,-0.09569487529387073,2.3703625500371452,-1.973634585747116,0.40058241748390544,1.6788163161489666,-1.7606474379727832
-0.8919426657454448,-0.2548301766366093,1.0383078813845716,0.9061521158281539,-0.38000455262461774,-0.8748416743807104,-0.6388846281230657,-0.7319297795246381,-0.6525797218027198,-0.635617250055978,-0.7360238786850825,-0.16913194585013927,-1.132924160082008,-0.588222504044243,-1.1798041492222795,-0.13967718351415007,-0.28260009261656044,-0.28353510693165246,-0.2807234901546762,-0.26242175869664935,-0.11747105184716154,-0.09569487529387073,-0.4218763918558896,1.664634659897549,0.40058241748390544,-0.9641404115797682,0.4479279480784485
-0.8919426657454448,0.9651246936997525,-0.823718620301023,-0.931160913873089,-0.7950171639231226,0.354874842149915,0.5677365015456902,-0.17626805668444537,1.3357916656917084,-0.14931169268333402,-0.04010082908322837,-0.6993834517586838,1.4243185526824715,-0.2308789541783357,1.2881406555098631,-0.5540089634134598,-0.28260009261656044,-0.28353510693165246,-0.2807234901546762,-0.26242175869664935,-0.11747105184716154,-0.09569487529387073,-0.4218763918558896,0.17234219153029282,1.383749063513446,0.2808750532433905,-0.6563597449471674
-0.8919426657454448,-1.2058243210778476,1.0383078813845716,-0.931160913873089,-0.7950171639231226,-0.8748416743807104,-0.5634708075187684,-0.6676383405183348,-0.5066442071242298,-0.5869866943187136,-0.7553550745073562,-0.16913194585013927,-0.7676037725442252,-0.9455660539101504,-0.5628179480392438,0.2746545963851597,-0.28260009261656044,-0.28353510693165246,-0.2807234901546762,-0.26242175869664935,-0.11747105184716154,-0.09569487529387073,-0.4218763918558896,1.922667939730504,1.383749063513446,-0.9209222512521285,0.4479279480784485
0.5718262361927238,0.32205219882934455,1.0383078813845716,-0.931160913873089,1.556720966768405,-0.39480775708441807,0.41690886033709573,-0.21759826747421177,0.15006560892897594,-0.0034200254715408404,-0.5620431162846189,1.4216225718754942,0.3283573900691232,0.12646459568757162,0.05416825314379184,-0.13967718351415007,-0.28260009261656044,-0.28353510693165246,-0.2807234901546762,-0.26242175869664935,-0.11747105184716154,-0.09569487529387073,-0.4218763918558896,0.8217259457765628,-0.5825842285456351,-0.30755682198678064,0.4479279480784485
0.5718262361927238,0.5257883796366359,-0.823718620301023,0.9061521158281539,-1.1408610066718767,0.6334130410749241,0.39177092013566334,-0.30944318034035934,-0.6890636004723424,0.36130914255794216,-0.5813743121068926,-0.16913194585013927,0.693677777606906,0.48380814555347895,1.2881406555098631,0.2746545963851597,-0.28260009261656044,-0.28353510693165246,-0.2807234901546762,-0.26242175869664935,-0.11747105184716154,-0.09569487529387073,-0.4218763918558896,0.2540527301440619,1.383749063513446,0.18114083710268353,0.4479279480784485
-0.8919426657454448,0.19372737215024963,-0.823718620301023,0.9061521158281539,-0.5183420897241193,-0.2110910726870716,0.9699435447686089,-0.006354967882072399,0.223033366268221,0.5315160876383676,-0.33006876641733424,0.8913710659669497,1.0589981651446887,0.12646459568757162,0.36266135373530967,0.2746545963851597,-0.28260009261656044,-0.28353510693165246,-0.2807234901546762,-0.26242175869664935,-0.11747105184716154,-0.09569487529387073,-0.4218763918558896,-1.036113669020713,-1.5657508745751756,-0.028301016792801104,-0.6563597449471674
0.5718262361927238,-0.8771428236996393,1.0383078813845716,-0.931160913873089,-0.5875108582738702,-0.6822354729963955,-0.41264316631017395,-0.5023174973592692,-0.6343377824679086,-0.635617250055978,-0.40739354970642916,-0.16913194585013927,-0.036962997468659636,-0.9455660539101504,-0.5628179480392438,1.1033181561837793,-0.28260009261656044,-0.28353510693165246,-0.2807234901546762,-0.26242175869664935,-0.11747105184716154,-0.09569487529387073,-0.4218763918558896,0.10353331690817148,-0.5825842285456351,-0.7281027667134283,0.4479279480784485
0.5718262361927238,-1.0269516789235789,1.0383078813845716,-0.931160913873089,-1.0371078538472505,-0.865952157393742,-0.6640225683244981,-0.6492693579451053,-0.6343377824679086,-0.5869866943187136,-0.8133486619741773,-0.6993834517586838,-0.4022833850064424,-0.9455660539101504,-1.1798041492222795,1.5176499360830888,-0.28260009261656044,-0.28353510693165246,-0.2807234901546762,-0.26242175869664935,-0.11747105184716154,-0.09569487529387073,2.3703625500371452,-0.1544999629247835,1.383749063513446,-0.9325579098018777,0.4479279480784485
0.5718262361927238,-2.2195807960995313,1.0383078813845716,0.9061521158281539,0.6575269756216445,-0.8244677447878895,-0.6640225683244981,-0.7319297795246381,-0.6708216611375312,-0.635617250055978,-0.6007055079291664,-0.6993834517586838,-1.132924160082008,-0.9455660539101504,-1.796790350405315,6.075299514975496,3.5385692578552144,-0.28353510693165246,-0.2807234901546762,-0.26242175869664935,-0.11747105184716154,-0.09569487529387073,-0.4218763918558896,1.0496553429623396,1.383749063513446,-0.9275711989948423,1.5522156411040644
